;address;area;metr_price;price;url
63;Москва, ВАО, р-н Метрогородок, Тагильская ул., 4А;104.4 м²;31 034 ₽ за м²/год;270 000 ₽/мес;https://www.cian.ru/rent/commercial/260042187/
64;Москва, ЦАО, р-н Пресненский, Тестовская ул., 1;10.25 м²;105 366 ₽ за м²/год;90 000 ₽/мес;https://www.cian.ru/rent/commercial/261613166/
65;Москва, ЦАО, р-н Пресненский, Тестовская ул., 1;34.7 м²;62 248 ₽ за м²/год;180 000 ₽/мес;https://www.cian.ru/rent/commercial/261613166/
66;Москва, ЦАО, р-н Пресненский, Тестовская ул., 1;52 м²;60 000 ₽ за м²/год;260 000 ₽/мес;https://www.cian.ru/rent/commercial/261613166/
67;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;39 м²;107 693 ₽ за м²/год;350 001 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
68;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;40 м²;105 000 ₽ за м²/год;350 000 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
69;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;45 м²;80 000 ₽ за м²/год;300 000 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
70;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;79 м²;75 950 ₽ за м²/год;500 001 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
71;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;108 м²;72 222 ₽ за м²/год;650 000 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
72;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;112 м²;91 072 ₽ за м²/год;850 001 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
73;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10;486.9 м²;49 291 ₽ за м²/год;2 000 000 ₽/мес;https://www.cian.ru/rent/commercial/267428666/
74;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;17.1 м²;96 000 ₽ за м²/год;136 800 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
75;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;20.8 м²;96 000 ₽ за м²/год;166 400 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
76;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;28.8 м²;90 000 ₽ за м²/год;216 000 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
77;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;42 м²;84 000 ₽ за м²/год;294 000 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
78;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;50 м²;80 000 ₽ за м²/год;333 333 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
79;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;84.7 м²;80 005 ₽ за м²/год;564 700 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
80;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;100 м²;90 270 ₽ за м²/год;752 250 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
81;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;118 м²;84 071 ₽ за м²/год;826 700 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
82;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;178 м²;70 000 ₽ за м²/год;1 038 333 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
83;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;223 м²;70 000 ₽ за м²/год;1 300 833 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
84;Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12;380 м²;70 000 ₽ за м²/год;2 216 667 ₽/мес;https://www.cian.ru/rent/commercial/255049187/
85;Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 4К1;500 м²;18 000 ₽ за м²/год;750 000 ₽/мес;https://www.cian.ru/rent/commercial/261846052/
86;Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 4К1;1000 м²;18 000 ₽ за м²/год;1 500 000 ₽/мес;https://www.cian.ru/rent/commercial/261846052/
87;Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 4К1;1800 м²;18 000 ₽ за м²/год;2 700 000 ₽/мес;https://www.cian.ru/rent/commercial/261846052/
88;Москва, ЮАО, р-н Москворечье-Сабурово, пер. 1-й Котляковский, 2Ак2;34 м²;52 941 ₽ за м²/год;150 000 ₽/мес;https://www.cian.ru/rent/commercial/263616792/
89;Москва, ЮАО, р-н Москворечье-Сабурово, пер. 1-й Котляковский, 2Ак2;59 м²;40 678 ₽ за м²/год;200 000 ₽/мес;https://www.cian.ru/rent/commercial/263616792/
90;Москва, ЮАО, р-н Москворечье-Сабурово, пер. 1-й Котляковский, 2Ак2;112 м²;35 357 ₽ за м²/год;330 000 ₽/мес;https://www.cian.ru/rent/commercial/263616792/
91;Москва, СВАО, р-н Ростокино, ул. 1-я Леонова, 18;28 м²;64 286 ₽ за м²/год;150 000 ₽/мес;https://www.cian.ru/rent/commercial/263616795/
92;Москва, СВАО, р-н Ростокино, ул. 1-я Леонова, 18;34 м²;60 000 ₽ за м²/год;170 000 ₽/мес;https://www.cian.ru/rent/commercial/263616795/
93;Москва, СВАО, р-н Ростокино, ул. 1-я Леонова, 18;64.2 м²;59 813 ₽ за м²/год;320 000 ₽/мес;https://www.cian.ru/rent/commercial/263616795/
94;Москва, СВАО, р-н Лосиноостровский, ул. Коминтерна, 15;70 м²;36 000 ₽ за м²/год;210 000 ₽/мес;https://www.cian.ru/rent/commercial/268257670/
95;Москва, СВАО, р-н Лосиноостровский, ул. Коминтерна, 15;100 м²;36 000 ₽ за м²/год;300 000 ₽/мес;https://www.cian.ru/rent/commercial/268257670/
96;Москва, СВАО, р-н Лосиноостровский, ул. Коминтерна, 15;150 м²;36 000 ₽ за м²/год;450 000 ₽/мес;https://www.cian.ru/rent/commercial/268257670/
97;Москва, СВАО, р-н Лосиноостровский, ул. Коминтерна, 15;321.3 м²;36 000 ₽ за м²/год;963 900 ₽/мес;https://www.cian.ru/rent/commercial/268257670/
98;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;22.5 м²;64 000 ₽ за м²/год;120 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
99;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;32 м²;67 500 ₽ за м²/год;180 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
100;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;54.5 м²;66 055 ₽ за м²/год;300 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
101;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;124.9 м²;30 000 ₽ за м²/год;312 250 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
102;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;283.9 м²;30 000 ₽ за м²/год;709 750 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
103;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;297.1 м²;30 000 ₽ за м²/год;742 750 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
104;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;408.8 м²;30 000 ₽ за м²/год;1 022 000 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
105;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;581 м²;30 000 ₽ за м²/год;1 452 500 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
106;Москва, ЦАО, р-н Тверской, Новослободская ул., 21;600.9 м²;30 000 ₽ за м²/год;1 502 250 ₽/мес;https://www.cian.ru/rent/commercial/266988214/
107;Москва, ЮАО, р-н Даниловский, Велозаводская ул., 6;86.5 м²;39 000 ₽ за м²/год;281 125 ₽/мес;https://www.cian.ru/rent/commercial/253557880/
108;Москва, ЮАО, р-н Даниловский, Велозаводская ул., 6;92.7 м²;41 500 ₽ за м²/год;320 588 ₽/мес;https://www.cian.ru/rent/commercial/253557880/
109;Москва, ЮАО, р-н Даниловский, Велозаводская ул., 6;179.2 м²;36 000 ₽ за м²/год;537 600 ₽/мес;https://www.cian.ru/rent/commercial/253557880/
110;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;23 м²;24 000 ₽ за м²/год;46 000 ₽/мес;https://www.cian.ru/rent/commercial/201414068/
111;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;42 м²;18 000 ₽ за м²/год;63 000 ₽/мес;https://www.cian.ru/rent/commercial/201414068/
112;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;700 м²;19 000 ₽ за м²/год;1 108 334 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
113;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;800 м²;19 000 ₽ за м²/год;1 266 667 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
114;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;900 м²;19 000 ₽ за м²/год;1 425 000 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
115;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;1000 м²;19 000 ₽ за м²/год;1 583 334 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
116;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;1200 м²;19 000 ₽ за м²/год;1 900 000 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
117;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;1500 м²;19 000 ₽ за м²/год;2 375 000 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
118;Москва, ЦАО, р-н Мещанский, Олимпийский просп., 16с5;1711 м²;18 990 ₽ за м²/год;2 707 658 ₽/мес;https://www.cian.ru/rent/commercial/267886129/
119;Москва, ЦАО, р-н Тверской, Старопименовский пер., 18С2;222 м²;31 000 ₽ за м²/год;573 500 ₽/мес;https://www.cian.ru/rent/commercial/256204532/
120;Москва, ЦАО, р-н Тверской, Старопименовский пер., 18С2;322.2 м²;31 000 ₽ за м²/год;832 350 ₽/мес;https://www.cian.ru/rent/commercial/256204532/
121;Москва, ЦАО, р-н Тверской, Старопименовский пер., 18С2;544.2 м²;31 000 ₽ за м²/год;1 405 850 ₽/мес;https://www.cian.ru/rent/commercial/256204532/
122;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;13.3 м²;36 000 ₽ за м²/год;39 900 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
123;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;23.5 м²;30 639 ₽ за м²/год;60 002 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
124;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;26 м²;24 000 ₽ за м²/год;52 000 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
125;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;42 м²;18 000 ₽ за м²/год;63 000 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
126;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;43.7 м²;46 682 ₽ за м²/год;170 001 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
127;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;50 м²;24 000 ₽ за м²/год;100 000 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
128;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;56.4 м²;18 000 ₽ за м²/год;84 600 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
129;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;64.1 м²;18 000 ₽ за м²/год;96 150 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
130;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;66.2 м²;24 000 ₽ за м²/год;132 400 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
131;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;200 м²;12 000 ₽ за м²/год;200 000 ₽/мес;https://www.cian.ru/rent/commercial/244966661/
132;Москва, ЦАО, р-н Тверской, Тверская ул., 15;57.9 м²;186 528 ₽ за м²/год;900 000 ₽/мес;https://www.cian.ru/rent/commercial/263771158/
133;Москва, ЦАО, р-н Тверской, Тверская ул., 15;241.8 м²;86 849 ₽ за м²/год;1 750 000 ₽/мес;https://www.cian.ru/rent/commercial/263771158/
134;Москва, ЦАО, р-н Тверской, Тверская ул., 15;253.7 м²;85 140 ₽ за м²/год;1 800 000 ₽/мес;https://www.cian.ru/rent/commercial/263771158/
135;Москва, ЦАО, р-н Тверской, Тверская ул., 15;553.4 м²;96 494 ₽ за м²/год;4 450 000 ₽/мес;https://www.cian.ru/rent/commercial/263771158/
136;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;15 м²;18 000 ₽ за м²/год;22 500 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
137;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;25 м²;18 000 ₽ за м²/год;37 500 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
138;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;43.7 м²;46 682 ₽ за м²/год;170 001 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
139;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;50 м²;16 000 ₽ за м²/год;66 667 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
140;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;75 м²;16 000 ₽ за м²/год;100 000 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
141;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;100 м²;15 000 ₽ за м²/год;125 000 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
142;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;150 м²;15 000 ₽ за м²/год;187 500 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
143;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;200 м²;15 000 ₽ за м²/год;250 000 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
144;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 73С1;313 м²;12 000 ₽ за м²/год;313 000 ₽/мес;https://www.cian.ru/rent/commercial/172878553/
145;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;22.5 м²;64 000 ₽ за м²/год;120 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
146;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;32 м²;67 500 ₽ за м²/год;180 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
147;Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 78;54.5 м²;66 055 ₽ за м²/год;300 000 ₽/мес;https://www.cian.ru/rent/commercial/258050123/
148;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;44 м²;45 000 ₽ за м²/год;165 000 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
149;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;64 м²;42 000 ₽ за м²/год;224 000 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
150;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;79 м²;42 000 ₽ за м²/год;276 500 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
151;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;196 м²;32 400 ₽ за м²/год;529 200 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
152;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;210 м²;32 400 ₽ за м²/год;567 000 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
153;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;366 м²;18 300 ₽ за м²/год;558 150 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
154;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;445 м²;18 300 ₽ за м²/год;678 625 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
155;Москва, САО, р-н Западное Дегунино, Дмитровское ш., 81;917 м²;21 600 ₽ за м²/год;1 650 600 ₽/мес;https://www.cian.ru/rent/commercial/256302665/
156;Москва, ЦАО, р-н Арбат, ул. Арбат, 24;400 м²;19 500 ₽ за м²/год;650 000 ₽/мес;https://www.cian.ru/rent/commercial/258121034/
157;Москва, ЦАО, р-н Арбат, ул. Арбат, 24;750 м²;16 000 ₽ за м²/год;1 000 000 ₽/мес;https://www.cian.ru/rent/commercial/258121034/
